"subjID" "choice" "RT" "altrep" "condition" "area"
"sub32" 2 0.6083 "2" "S" "FP"
"sub32" 2 1.6146 "1" "S" "FP"
"sub32" 2 0.7456 "1" "S" "FP"
"sub32" 2 0.981 "2" "S" "FP"
"sub32" 2 0.6413 "1" "S" "FP"
"sub32" 2 0.4782 "1" "S" "FP"
"sub32" 2 0.5143 "1" "S" "FP"
"sub32" 2 0.6643 "1" "S" "FP"
"sub32" 2 1.0276 "2" "S" "FP"
"sub32" 2 0.8357 "2" "S" "FP"
"sub32" 2 0.6257 "2" "S" "FP"
"sub32" 2 0.5419 "2" "S" "FP"
"sub32" 2 0.6349 "2" "S" "FP"
"sub32" 2 0.7093 "2" "S" "FP"
"sub32" 2 0.5671 "1" "S" "FP"
"sub32" 2 0.4943 "1" "S" "FP"
"sub32" 2 1.5113 "2" "S" "FP"
"sub32" 2 0.6927 "1" "S" "FP"
"sub32" 1 0.8695 "1" "S" "FP"
"sub32" 2 0.4385 "2" "S" "FP"
"sub32" 1 0.652 "2" "S" "FP"
"sub32" 2 0.5699 "2" "S" "FP"
"sub32" 2 1.3374 "2" "S" "FP"
"sub32" 2 0.89 "2" "S" "FP"
"sub32" 2 0.7436 "1" "S" "FP"
"sub32" 2 0.6704 "2" "S" "FP"
"sub32" 2 0.5167 "1" "S" "FP"
"sub32" 2 0.6634 "1" "S" "FP"
"sub32" 2 1.0304 "1" "S" "FP"
"sub32" 2 0.5407 "2" "S" "FP"
"sub32" 2 1.2363 "1" "S" "FP"
"sub32" 2 0.6625 "1" "S" "FP"
"sub32" 2 0.9037 "2" "S" "FP"
"sub32" 2 0.6084 "2" "S" "FP"
"sub32" 2 0.5868 "1" "S" "FP"
"sub32" 2 1.4301 "2" "S" "FP"
"sub32" 2 0.6254 "2" "S" "FP"
"sub32" 2 0.5279 "1" "S" "FP"
"sub32" 2 0.5289 "1" "S" "FP"
"sub32" 2 0.6197 "2" "S" "FP"
"sub32" 2 0.9662 "1" "S" "FP"
"sub32" 2 0.4825 "2" "S" "FP"
"sub32" 2 0.5936 "1" "S" "FP"
"sub32" 2 0.6616 "1" "S" "FP"
"sub32" 2 1.2074 "1" "S" "FP"
"sub32" 1 0.3714 "1" "S" "FP"
"sub32" 2 0.6338 "1" "S" "FP"
"sub32" 2 0.6514 "1" "S" "FP"
"sub32" 2 0.5895 "2" "S" "FP"
"sub32" 2 0.5709 "1" "S" "FP"
"sub32" 2 1.0652 "2" "S" "FP"
"sub32" 2 0.5778 "2" "S" "FP"
"sub32" 2 1.5319 "2" "S" "FP"
"sub32" 2 0.562 "1" "S" "FP"
"sub32" 2 0.647 "2" "S" "FP"
"sub32" 1 0.9523 "2" "S" "FP"
"sub32" 2 0.6177 "1" "S" "FP"
"sub32" 2 0.4549 "2" "S" "FP"
"sub32" 2 0.5473 "2" "S" "FP"
"sub32" 2 0.6019 "1" "S" "FP"
"sub32" 2 0.5732 "2" "S" "FP"
"sub32" 2 0.5552 "1" "S" "FP"
"sub32" 1 0.3768 "2" "S" "FP"
"sub32" 2 1.0811 "2" "S" "FP"
"sub32" 2 0.4281 "2" "S" "FP"
"sub32" 2 0.4811 "1" "S" "FP"
"sub32" 1 0.5952 "2" "S" "FP"
"sub32" 2 1.144 "1" "S" "FP"
"sub32" 2 0.6818 "1" "S" "FP"
"sub32" 2 0.9589 "1" "S" "FP"
"sub32" 1 0.6985 "1" "S" "FP"
"sub32" 2 0.9764 "2" "S" "FP"
"sub32" 2 0.9162 "2" "S" "FP"
"sub32" 2 0.5836 "1" "S" "FP"
"sub32" 2 0.8352 "1" "S" "FP"
"sub32" 2 1.6134 "2" "S" "FP"
"sub32" 2 0.414 "2" "C" "FP"
"sub32" 1 0.745 "2" "C" "FP"
"sub32" 2 0.4878 "1" "C" "FP"
"sub32" 2 0.5492 "2" "C" "FP"
"sub32" 2 0.521 "1" "C" "FP"
"sub32" 2 0.4331 "2" "C" "FP"
"sub32" 2 0.5831 "1" "C" "FP"
"sub32" 1 0.4378 "2" "C" "FP"
"sub32" 2 0.3562 "2" "C" "FP"
"sub32" 2 0.3902 "1" "C" "FP"
"sub32" 2 0.4221 "1" "C" "FP"
"sub32" 2 0.4352 "1" "C" "FP"
"sub32" 2 0.6136 "1" "C" "FP"
"sub32" 2 0.4567 "1" "C" "FP"
"sub32" 2 0.4069 "1" "C" "FP"
"sub32" 2 0.5837 "1" "C" "FP"
"sub32" 2 0.4279 "2" "C" "FP"
"sub32" 2 0.4083 "1" "C" "FP"
"sub32" 2 0.5449 "1" "C" "FP"
"sub32" 2 0.7774 "1" "C" "FP"
"sub32" 2 0.57 "1" "C" "FP"
"sub32" 1 0.3496 "1" "C" "FP"
"sub32" 2 0.3624 "1" "C" "FP"
"sub32" 2 0.4752 "2" "C" "FP"
"sub32" 2 0.3845 "2" "C" "FP"
"sub32" 2 0.3878 "2" "C" "FP"
"sub32" 1 0.4329 "2" "C" "FP"
"sub32" 2 0.4256 "2" "C" "FP"
"sub32" 1 0.4233 "1" "C" "FP"
"sub32" 2 0.6582 "2" "C" "FP"
"sub32" 2 0.55 "2" "C" "FP"
"sub32" 2 0.5169 "2" "C" "FP"
"sub32" 2 0.4995 "1" "C" "FP"
"sub32" 1 0.7345 "2" "C" "FP"
"sub32" 1 0.5109 "1" "C" "FP"
"sub32" 2 0.4252 "1" "C" "FP"
"sub32" 1 0.5412 "1" "C" "FP"
"sub32" 2 0.4804 "2" "C" "FP"
"sub32" 2 0.483 "2" "C" "FP"
"sub32" 1 0.4482 "1" "C" "FP"
"sub32" 2 0.6204 "1" "C" "FP"
"sub32" 1 0.4352 "2" "C" "FP"
"sub32" 2 0.4494 "1" "C" "FP"
"sub32" 2 0.7936 "1" "C" "FP"
"sub32" 2 0.4927 "1" "C" "FP"
"sub32" 1 0.5192 "1" "C" "FP"
"sub32" 2 0.3023 "2" "C" "FP"
"sub32" 2 0.7314 "2" "C" "FP"
"sub32" 2 0.4479 "2" "C" "FP"
"sub32" 2 0.5681 "1" "C" "FP"
"sub32" 2 0.7892 "1" "C" "FP"
"sub32" 2 0.4666 "2" "C" "FP"
"sub32" 2 0.6043 "1" "C" "FP"
"sub32" 2 0.4915 "1" "C" "FP"
"sub32" 2 0.4672 "1" "C" "FP"
"sub32" 2 0.3115 "2" "C" "FP"
"sub32" 2 0.5394 "1" "C" "FP"
"sub32" 2 0.4092 "1" "C" "FP"
"sub32" 1 0.6795 "2" "C" "FP"
"sub32" 2 0.5567 "1" "C" "FP"
"sub32" 2 0.5513 "1" "C" "FP"
"sub32" 2 0.5445 "2" "C" "FP"
"sub32" 2 0.5115 "1" "C" "FP"
"sub32" 2 0.5512 "1" "C" "FP"
"sub32" 2 0.4137 "2" "C" "FP"
"sub32" 2 0.3862 "1" "C" "FP"
"sub32" 2 0.5244 "1" "C" "FP"
"sub32" 2 0.5857 "2" "C" "FP"
"sub32" 2 0.4164 "1" "C" "FP"
"sub32" 2 0.5625 "2" "C" "FP"
"sub32" 2 0.5116 "1" "C" "FP"
"sub32" 1 0.4002 "1" "C" "FP"
"sub32" 2 0.4986 "1" "C" "FP"
"sub32" 2 1.3494 "1" "C" "FP"
"sub32" 2 0.3815 "2" "C" "FP"
"sub32" 2 0.6014 "1" "C" "FP"
"sub32" 2 0.565 "1" "C" "FP"
"sub32" 2 0.4172 "2" "C" "FP"
"sub32" 2 0.4113 "1" "C" "FP"
"sub32" 2 0.3019 "1" "C" "FP"
"sub32" 2 0.6722 "2" "C" "FP"
"sub32" 2 0.385 "1" "C" "FP"
"sub32" 2 0.8827 "1" "C" "FP"
"sub32" 2 0.509 "2" "C" "FP"
"sub32" 2 0.5378 "1" "C" "FP"
"sub32" 2 0.5092 "2" "C" "FP"
"sub32" 2 0.4498 "1" "C" "FP"
"sub32" 2 0.7867 "2" "C" "FP"
"sub32" 2 0.5859 "1" "C" "FP"
"sub32" 2 0.4915 "1" "C" "FP"
"sub32" 1 0.5322 "2" "C" "FP"
"sub32" 2 0.5864 "2" "C" "FP"
"sub32" 2 0.4051 "2" "C" "FP"
"sub32" 2 0.5028 "2" "C" "FP"
"sub32" 2 0.4899 "2" "C" "FP"
"sub32" 1 0.6118 "1" "C" "FP"
"sub32" 2 0.4662 "1" "C" "FP"
"sub32" 2 0.4653 "1" "C" "FP"
"sub32" 1 0.4398 "2" "C" "FP"
"sub32" 2 0.3561 "2" "C" "FP"
"sub32" 2 0.3786 "1" "C" "FP"
"sub32" 2 1.0049 "1" "C" "FP"
"sub32" 2 0.4316 "1" "C" "FP"
"sub32" 2 0.4853 "1" "C" "FP"
"sub32" 1 0.4939 "1" "C" "FP"
"sub32" 1 1.1666 "1" "C" "FP"
"sub32" 2 0.5412 "1" "C" "FP"
"sub32" 2 0.5672 "1" "C" "FP"
"sub32" 1 0.8021 "2" "C" "FP"
"sub32" 2 0.3559 "2" "C" "FP"
"sub32" 2 0.2038 "2" "C" "FP"
"sub32" 2 0.8954 "2" "C" "FP"
"sub32" 1 0.7487 "1" "C" "FP"
"sub32" 2 0.4445 "1" "C" "FP"
"sub32" 2 0.5493 "1" "C" "FP"
"sub32" 2 0.7018 "2" "C" "FP"
"sub32" 2 0.4768 "2" "C" "FP"
"sub32" 2 0.4374 "1" "C" "FP"
"sub32" 2 0.4386 "1" "C" "FP"
"sub32" 2 0.5429 "1" "C" "FP"
"sub32" 2 0.9182 "2" "C" "FP"
"sub32" 2 0.5621 "1" "C" "FP"
"sub32" 2 0.8906 "2" "C" "FP"
"sub32" 2 0.6088 "2" "C" "FP"
"sub32" 2 0.4107 "2" "C" "FP"
"sub32" 2 0.4675 "2" "C" "FP"
"sub32" 2 0.5343 "1" "C" "FP"
"sub32" 2 0.5211 "2" "C" "FP"
"sub32" 2 0.4882 "1" "C" "FP"
"sub32" 2 0.7524 "1" "C" "FP"
"sub32" 1 0.8964 "2" "C" "FP"
"sub32" 1 0.5538 "1" "C" "FP"
"sub32" 2 0.4395 "2" "C" "FP"
"sub32" 2 0.7658 "1" "C" "FP"
"sub32" 2 0.5083 "2" "C" "FP"
"sub32" 1 0.4698 "2" "C" "FP"
"sub32" 2 0.5196 "1" "C" "FP"
"sub32" 1 0.5332 "1" "C" "FP"
"sub32" 1 0.4203 "2" "C" "FP"
"sub32" 2 0.515 "2" "C" "FP"
"sub32" 2 0.5053 "1" "C" "FP"
"sub32" 2 0.6995 "1" "C" "FP"
"sub32" 1 0.5601 "2" "C" "FP"
"sub32" 2 0.3536 "1" "C" "FP"
"sub32" 2 0.4162 "1" "C" "FP"
"sub32" 1 0.5481 "2" "C" "FP"
"sub32" 2 0.6522 "1" "C" "FP"
"sub32" 2 0.442 "2" "C" "FP"
"sub32" 2 0.5322 "1" "C" "FP"
"sub32" 1 0.327 "1" "C" "FP"
"sub32" 1 0.4441 "2" "C" "FP"
"sub32" 2 0.6915 "1" "C" "FP"
"sub32" 2 0.4635 "1" "C" "FP"
"sub32" 2 0.5891 "1" "C" "FP"
"sub32" 2 0.4877 "2" "C" "FP"
"sub32" 1 0.5733 "1" "C" "FP"
"sub32" 2 0.456 "1" "C" "FP"
"sub32" 2 0.7316 "1" "C" "FP"
"sub32" 2 0.5343 "2" "C" "FP"
"sub32" 2 0.5134 "1" "C" "FP"
"sub32" 2 0.6268 "1" "C" "FP"
"sub32" 2 0.4697 "2" "C" "FP"
"sub32" 2 0.4234 "1" "C" "FP"
"sub32" 1 0.6544 "2" "C" "FP"
"sub32" 2 0.526 "2" "C" "FP"
"sub32" 2 0.5811 "2" "C" "FP"
"sub32" 2 0.3681 "1" "C" "FP"
"sub32" 2 0.5674 "2" "C" "FP"
"sub32" 2 0.4091 "2" "C" "FP"
"sub32" 2 0.742 "1" "C" "FP"
"sub32" 2 0.5417 "2" "C" "FP"
"sub32" 1 0.6162 "1" "C" "FP"
"sub32" 2 0.475 "1" "C" "FP"
"sub32" 2 0.5235 "2" "C" "FP"
"sub32" 2 0.6862 "1" "C" "FP"
"sub32" 2 0.6954 "1" "C" "FP"
"sub32" 2 0.5134 "2" "C" "FP"
"sub32" 1 0.5529 "1" "C" "FP"
"sub32" 2 0.6567 "2" "C" "FP"
"sub34" 2 0.9166 "2" "S" "FP"
"sub34" 2 1.1478 "1" "S" "FP"
"sub34" 2 0.9421 "1" "S" "FP"
"sub34" 2 0.928 "1" "S" "FP"
"sub34" 2 0.9228 "2" "S" "FP"
"sub34" 2 0.9526 "1" "S" "FP"
"sub34" 2 0.8117 "1" "S" "FP"
"sub34" 2 1.1492 "1" "S" "FP"
"sub34" 2 0.9192 "2" "S" "FP"
"sub34" 2 0.7171 "1" "S" "FP"
"sub34" 2 0.7723 "1" "S" "FP"
"sub34" 2 0.6338 "1" "S" "FP"
"sub34" 2 1.1809 "1" "S" "FP"
"sub34" 2 0.5816 "1" "S" "FP"
"sub34" 2 0.8712 "2" "S" "FP"
"sub34" 2 0.6323 "2" "S" "FP"
"sub34" 2 1.1134 "2" "S" "FP"
"sub34" 2 0.6918 "1" "S" "FP"
"sub34" 2 0.956 "2" "S" "FP"
"sub34" 2 0.9014 "1" "S" "FP"
"sub34" 2 0.8258 "2" "S" "FP"
"sub34" 2 0.5719 "1" "S" "FP"
"sub34" 2 1.0173 "2" "S" "FP"
"sub34" 2 0.8654 "1" "S" "FP"
"sub34" 2 0.8518 "1" "S" "FP"
"sub34" 2 0.4294 "1" "S" "FP"
"sub34" 2 0.8974 "1" "S" "FP"
"sub34" 2 0.6979 "2" "S" "FP"
"sub34" 2 0.6561 "1" "S" "FP"
"sub34" 2 0.538 "1" "S" "FP"
"sub34" 2 1.0629 "1" "S" "FP"
"sub34" 2 0.7881 "2" "S" "FP"
"sub34" 2 0.7864 "1" "S" "FP"
"sub34" 1 0.8119 "2" "S" "FP"
"sub34" 2 1.1525 "1" "S" "FP"
"sub34" 2 0.7339 "1" "S" "FP"
"sub34" 2 0.6207 "1" "S" "FP"
"sub34" 2 0.4594 "2" "S" "FP"
"sub34" 2 0.3777 "1" "S" "FP"
"sub34" 2 0.974 "1" "S" "FP"
"sub34" 2 0.6491 "1" "S" "FP"
"sub34" 2 0.7253 "1" "S" "FP"
"sub34" 2 0.4655 "2" "S" "FP"
"sub34" 2 0.8893 "2" "S" "FP"
"sub34" 2 0.8414 "2" "S" "FP"
"sub34" 2 0.7789 "1" "S" "FP"
"sub34" 2 0.8995 "2" "S" "FP"
"sub34" 2 0.6068 "1" "S" "FP"
"sub34" 2 1.1009 "1" "S" "FP"
"sub34" 2 1.1955 "2" "S" "FP"
"sub34" 2 1.1778 "1" "S" "FP"
"sub34" 2 0.8129 "2" "S" "FP"
"sub34" 2 0.7284 "1" "S" "FP"
"sub34" 2 0.7295 "1" "S" "FP"
"sub34" 2 1.054 "1" "S" "FP"
"sub34" 2 0.611 "2" "S" "FP"
"sub34" 2 0.7597 "1" "S" "FP"
"sub34" 2 0.4633 "1" "S" "FP"
"sub34" 2 0.882 "1" "S" "FP"
"sub34" 2 0.8967 "2" "S" "FP"
"sub34" 2 0.8978 "1" "S" "FP"
"sub34" 2 0.7159 "1" "S" "FP"
"sub34" 2 0.5506 "1" "S" "FP"
"sub34" 2 0.5631 "1" "S" "FP"
"sub34" 2 1.1144 "1" "S" "FP"
"sub34" 2 0.8366 "1" "S" "FP"
"sub34" 2 0.5097 "2" "S" "FP"
"sub34" 2 0.7817 "2" "S" "FP"
"sub34" 2 1.0241 "1" "S" "FP"
"sub34" 2 0.5801 "2" "S" "FP"
"sub34" 2 0.9129 "1" "S" "FP"
"sub34" 2 0.5687 "2" "S" "FP"
"sub34" 2 0.9389 "1" "S" "FP"
"sub34" 2 1.3932 "2" "S" "FP"
"sub34" 2 0.725 "1" "S" "FP"
"sub34" 2 0.8289 "2" "S" "FP"
"sub34" 2 0.994 "1" "S" "FP"
"sub34" 2 0.5272 "1" "S" "FP"
"sub34" 2 0.9632 "1" "S" "FP"
"sub34" 2 0.5546 "2" "S" "FP"
"sub34" 2 0.5677 "1" "S" "FP"
"sub34" 2 0.5944 "1" "S" "FP"
"sub34" 2 1.2129 "2" "S" "FP"
"sub34" 2 0.6771 "1" "S" "FP"
"sub34" 2 0.6348 "2" "S" "FP"
"sub34" 2 0.4937 "1" "S" "FP"
"sub34" 2 0.4271 "1" "S" "FP"
"sub34" 2 0.7006 "2" "S" "FP"
"sub34" 2 0.4707 "1" "S" "FP"
"sub34" 2 0.6268 "1" "S" "FP"
"sub34" 2 0.7513 "2" "S" "FP"
"sub34" 2 0.7793 "2" "S" "FP"
"sub34" 2 1.1187 "2" "S" "FP"
"sub34" 2 0.8958 "2" "S" "FP"
"sub34" 2 0.8093 "2" "S" "FP"
"sub34" 2 1.0514 "2" "S" "FP"
"sub34" 2 0.8335 "2" "S" "FP"
"sub34" 1 0.6547 "2" "S" "FP"
"sub34" 2 0.7575 "1" "S" "FP"
"sub34" 2 0.547 "1" "S" "FP"
"sub34" 2 0.7192 "1" "S" "FP"
"sub34" 2 0.8026 "1" "S" "FP"
"sub34" 2 0.6855 "1" "S" "FP"
"sub34" 2 0.6276 "1" "S" "FP"
"sub34" 2 0.8587 "2" "S" "FP"
"sub34" 2 0.8504 "1" "S" "FP"
"sub34" 2 1.1264 "2" "S" "FP"
"sub34" 2 0.6793 "1" "S" "FP"
"sub34" 2 0.5567 "2" "S" "FP"
"sub34" 2 0.5409 "2" "S" "FP"
"sub34" 1 0.7288 "2" "S" "FP"
"sub34" 2 0.4835 "1" "S" "FP"
"sub34" 2 0.6881 "2" "S" "FP"
"sub34" 2 0.5555 "1" "S" "FP"
"sub34" 2 0.5199 "2" "S" "FP"
"sub34" 2 0.7576 "2" "S" "FP"
"sub34" 2 0.5823 "1" "S" "FP"
"sub34" 2 0.52 "2" "S" "FP"
"sub34" 2 0.5075 "1" "S" "FP"
"sub34" 2 0.6452 "2" "S" "FP"
"sub34" 2 0.5773 "2" "S" "FP"
"sub34" 2 0.7414 "2" "S" "FP"
"sub34" 2 0.5316 "2" "S" "FP"
"sub34" 2 0.5921 "1" "S" "FP"
"sub34" 2 0.5202 "2" "S" "FP"
"sub34" 2 0.5617 "1" "S" "FP"
"sub34" 2 0.4898 "1" "S" "FP"
"sub34" 2 0.6459 "2" "S" "FP"
"sub34" 2 0.6406 "1" "S" "FP"
"sub34" 2 0.6827 "1" "S" "FP"
"sub34" 2 0.5064 "2" "S" "FP"
"sub34" 2 0.5592 "2" "S" "FP"
"sub34" 2 0.7712 "2" "S" "FP"
"sub34" 1 0.5578 "1" "S" "FP"
"sub34" 2 0.6847 "1" "S" "FP"
"sub34" 2 0.6771 "1" "S" "FP"
"sub34" 2 0.6934 "2" "S" "FP"
"sub34" 2 0.7538 "2" "S" "FP"
"sub34" 2 0.5363 "2" "S" "FP"
"sub34" 2 0.7342 "1" "S" "FP"
"sub34" 2 0.5874 "2" "S" "FP"
"sub34" 2 0.6444 "1" "S" "FP"
"sub34" 2 0.8819 "2" "S" "FP"
"sub34" 2 0.5316 "2" "S" "FP"
"sub34" 2 0.5174 "1" "S" "FP"
"sub34" 2 0.6885 "1" "S" "FP"
"sub34" 2 0.4453 "2" "S" "FP"
"sub34" 2 0.4234 "2" "S" "FP"
"sub34" 2 0.4708 "1" "S" "FP"
"sub34" 1 0.7519 "2" "S" "FP"
"sub34" 2 0.7025 "2" "S" "FP"
"sub34" 2 0.6421 "1" "S" "FP"
"sub34" 2 0.452 "1" "S" "FP"
"sub34" 2 0.7122 "2" "S" "FP"
"sub34" 2 0.8108 "1" "S" "FP"
"sub34" 2 0.7257 "1" "S" "FP"
"sub34" 2 1.0582 "2" "S" "FP"
"sub34" 2 0.5877 "1" "S" "FP"
"sub34" 2 0.6525 "1" "S" "FP"
"sub34" 2 1.2065 "2" "S" "FP"
"sub34" 2 0.8482 "2" "S" "FP"
"sub34" 2 1.1602 "1" "S" "FP"
"sub34" 2 0.9222 "2" "S" "FP"
"sub34" 2 0.5062 "1" "S" "FP"
"sub34" 2 0.5511 "1" "S" "FP"
"sub34" 2 1.2305 "2" "S" "FP"
"sub34" 2 0.9138 "1" "S" "FP"
"sub34" 2 0.4587 "1" "S" "FP"
"sub34" 2 0.6321 "1" "S" "FP"
"sub34" 1 0.7913 "2" "S" "FP"
"sub34" 2 1.0129 "2" "S" "FP"
"sub34" 2 0.6764 "1" "S" "FP"
"sub34" 2 0.9957 "1" "S" "FP"
"sub34" 2 0.5265 "1" "S" "FP"
"sub34" 2 0.4418 "1" "S" "FP"
"sub34" 2 0.5732 "2" "S" "FP"
"sub34" 2 0.5694 "1" "S" "FP"
"sub34" 2 0.5705 "1" "S" "FP"
"sub34" 2 0.86 "1" "S" "FP"
"sub34" 2 0.6227 "2" "S" "FP"
"sub34" 2 0.5747 "1" "S" "FP"
"sub34" 2 0.4091 "1" "S" "FP"
"sub34" 2 0.5235 "1" "S" "FP"
"sub34" 2 0.4906 "1" "S" "FP"
"sub34" 2 0.4724 "1" "S" "FP"
"sub34" 2 0.5724 "2" "S" "FP"
"sub34" 2 0.6464 "1" "S" "FP"
"sub34" 2 0.9299 "1" "S" "FP"
"sub34" 2 0.7497 "2" "S" "FP"
"sub34" 2 0.892 "2" "S" "FP"
"sub34" 2 0.6087 "2" "S" "FP"
"sub34" 2 0.7892 "1" "S" "FP"
"sub34" 2 0.532 "2" "S" "FP"
"sub34" 2 0.4966 "1" "S" "FP"
"sub34" 2 0.4991 "2" "S" "FP"
"sub34" 2 0.5393 "2" "S" "FP"
"sub34" 2 0.4007 "1" "S" "FP"
"sub34" 2 0.4408 "1" "S" "FP"
"sub34" 2 0.5316 "1" "S" "FP"
"sub34" 2 0.5674 "1" "S" "FP"
"sub34" 2 0.469 "2" "S" "FP"
"sub34" 2 0.9233 "2" "S" "FP"
"sub34" 2 1.0707 "2" "S" "FP"
"sub34" 2 0.9418 "1" "S" "FP"
"sub34" 2 0.5328 "2" "S" "FP"
"sub34" 2 1.1269 "1" "S" "FP"
"sub34" 2 0.8121 "1" "S" "FP"
"sub34" 2 0.5014 "2" "S" "FP"
"sub34" 2 0.8558 "1" "S" "FP"
"sub34" 1 0.9599 "2" "C" "FP"
"sub34" 2 0.6231 "2" "C" "FP"
"sub34" 2 1.1501 "2" "C" "FP"
"sub34" 2 0.6637 "2" "C" "FP"
"sub34" 2 0.5837 "1" "C" "FP"
"sub34" 2 0.6515 "1" "C" "FP"
"sub34" 2 0.8137 "2" "C" "FP"
"sub34" 2 0.9859 "1" "C" "FP"
"sub34" 2 0.8347 "2" "C" "FP"
"sub34" 2 0.5625 "1" "C" "FP"
"sub34" 2 1.3068 "2" "C" "FP"
"sub34" 2 0.6254 "1" "C" "FP"
"sub34" 2 0.7622 "1" "C" "FP"
"sub34" 2 0.6897 "1" "C" "FP"
"sub34" 2 0.4849 "1" "C" "FP"
"sub34" 2 0.384 "1" "C" "FP"
"sub34" 2 0.5916 "1" "C" "FP"
"sub34" 2 0.7407 "2" "C" "FP"
"sub34" 2 0.5743 "2" "C" "FP"
"sub34" 2 1.1173 "1" "C" "FP"
"sub34" 2 0.6228 "1" "C" "FP"
"sub34" 2 0.6391 "1" "C" "FP"
"sub34" 2 0.5668 "1" "C" "FP"
"sub34" 2 0.8135 "2" "C" "FP"
"sub34" 2 0.7087 "1" "C" "FP"
"sub34" 2 0.6508 "2" "C" "FP"
"sub34" 1 0.7263 "1" "C" "FP"
"sub34" 2 0.7641 "2" "C" "FP"
"sub34" 2 0.5875 "1" "C" "FP"
"sub34" 2 0.9515 "2" "C" "FP"
"sub34" 2 0.6397 "2" "C" "FP"
"sub34" 2 0.4726 "1" "C" "FP"
"sub34" 2 0.5015 "2" "C" "FP"
"sub34" 2 0.429 "2" "C" "FP"
"sub34" 2 0.4338 "2" "C" "FP"
"sub34" 2 0.4985 "2" "C" "FP"
"sub34" 2 0.5799 "2" "C" "FP"
"sub34" 2 0.5516 "2" "C" "FP"
"sub34" 2 0.5313 "2" "C" "FP"
"sub34" 2 0.834 "1" "C" "FP"
"sub34" 2 0.5594 "2" "C" "FP"
"sub34" 2 0.5695 "2" "C" "FP"
"sub34" 2 0.7605 "2" "C" "FP"
"sub34" 2 0.7112 "1" "C" "FP"
"sub34" 2 0.4894 "1" "C" "FP"
"sub34" 2 0.6658 "2" "C" "FP"
"sub34" 2 0.6589 "2" "C" "FP"
"sub34" 2 0.7098 "2" "C" "FP"
"sub34" 2 0.754 "2" "C" "FP"
"sub34" 2 0.6116 "1" "C" "FP"
"sub34" 2 0.4828 "2" "C" "FP"
"sub34" 2 0.4854 "1" "C" "FP"
"sub34" 2 0.4745 "1" "C" "FP"
"sub34" 2 0.743 "2" "C" "FP"
"sub34" 2 0.7443 "2" "C" "FP"
"sub34" 2 0.4286 "2" "C" "FP"
"sub34" 2 0.7407 "2" "C" "FP"
"sub34" 2 0.4522 "1" "C" "FP"
"sub34" 2 0.5655 "1" "C" "FP"
"sub34" 2 0.484 "1" "C" "FP"
"sub34" 2 0.4144 "2" "C" "FP"
"sub34" 2 0.621 "2" "C" "FP"
"sub34" 1 0.5716 "1" "C" "FP"
"sub34" 2 0.4902 "1" "C" "FP"
"sub34" 2 0.4102 "1" "C" "FP"
"sub34" 2 0.7162 "2" "C" "FP"
"sub34" 2 0.4357 "1" "C" "FP"
"sub34" 2 0.6032 "1" "C" "FP"
"sub34" 2 0.4629 "2" "C" "FP"
"sub34" 2 0.7703 "2" "C" "FP"
"sub34" 2 0.5123 "2" "C" "FP"
"sub34" 2 0.4594 "2" "C" "FP"
"sub34" 2 0.4442 "2" "C" "FP"
"sub34" 2 0.7355 "2" "C" "FP"
"sub34" 2 0.6415 "1" "C" "FP"
"sub34" 2 0.5085 "1" "C" "FP"
"sub34" 2 0.4913 "1" "C" "FP"
"sub34" 2 0.7355 "2" "C" "FP"
"sub34" 2 0.4903 "2" "C" "FP"
"sub34" 2 0.5348 "1" "C" "FP"
"sub34" 2 0.6165 "1" "C" "FP"
"sub34" 2 0.5247 "2" "C" "FP"
"sub34" 2 0.8185 "2" "C" "FP"
"sub34" 2 0.511 "2" "C" "FP"
"sub34" 2 0.4769 "2" "C" "FP"
"sub34" 2 0.5391 "1" "C" "FP"
"sub34" 2 0.4901 "2" "C" "FP"
"sub34" 2 0.4421 "2" "C" "FP"
"sub34" 2 0.4742 "1" "C" "FP"
"sub34" 2 0.6288 "1" "C" "FP"
"sub34" 2 0.4208 "2" "C" "FP"
"sub34" 2 0.9265 "1" "C" "FP"
"sub34" 2 0.9211 "2" "C" "FP"
"sub34" 2 0.7378 "2" "C" "FP"
"sub34" 2 0.6362 "1" "C" "FP"
"sub34" 2 0.8487 "2" "C" "FP"
"sub34" 2 0.7885 "1" "C" "FP"
"sub34" 2 0.5677 "2" "C" "FP"
"sub34" 2 0.7774 "1" "C" "FP"
"sub34" 2 0.8701 "2" "C" "FP"
"sub34" 2 0.7854 "1" "C" "FP"
"sub34" 2 0.9155 "1" "C" "FP"
"sub34" 2 0.6328 "2" "C" "FP"
"sub34" 2 0.598 "2" "C" "FP"
"sub34" 2 0.5136 "2" "C" "FP"
"sub34" 2 0.9402 "2" "C" "FP"
"sub34" 2 0.5191 "2" "C" "FP"
"sub34" 2 1.0879 "2" "C" "FP"
"sub34" 2 0.5967 "2" "C" "FP"
"sub34" 2 0.6659 "2" "C" "FP"
"sub34" 2 0.6431 "2" "C" "FP"
"sub34" 2 0.4566 "2" "C" "FP"
"sub34" 2 0.7306 "2" "C" "FP"
"sub34" 2 0.6973 "1" "C" "FP"
"sub34" 2 0.3844 "1" "C" "FP"
"sub34" 2 0.6431 "1" "C" "FP"
"sub34" 2 0.7733 "2" "C" "FP"
"sub34" 2 0.5408 "1" "C" "FP"
"sub34" 2 0.4964 "2" "C" "FP"
"sub34" 2 0.7218 "2" "C" "FP"
