"subjID" "choice" "RT"
"sub03" 1 0.9893
"sub03" 2 0.7066
"sub03" 2 0.5059
"sub03" 1 0.6327
"sub03" 1 1.1468
"sub03" 2 0.4779
"sub03" 1 1.0445
"sub03" 1 1.3493
"sub03" 2 0.9146
"sub03" 2 0.4897
"sub03" 2 0.5536
"sub03" 2 0.5101
"sub03" 2 0.4396
"sub03" 1 0.6913
"sub03" 1 0.4336
"sub03" 1 0.8145
"sub03" 2 0.5718
"sub03" 1 0.6789
"sub03" 1 0.5849
"sub03" 1 0.6162
"sub03" 1 0.7874
"sub03" 1 0.6342
"sub03" 1 0.5784
"sub03" 2 0.4704
"sub03" 2 1.6659
"sub03" 1 0.5402
"sub03" 2 0.4178
"sub03" 1 0.6905
"sub03" 2 0.4761
"sub03" 1 0.5742
"sub03" 1 0.5265
"sub03" 1 0.7201
"sub03" 1 0.6161
"sub03" 2 0.5553
"sub03" 1 0.4744
"sub03" 1 0.4895
"sub03" 1 0.4845
"sub03" 2 0.4492
"sub03" 2 0.6059
"sub03" 2 0.3986
"sub03" 1 0.8017
"sub03" 2 0.4989
"sub03" 2 0.5514
"sub03" 1 1.0755
"sub03" 2 0.4623
"sub03" 2 0.6845
"sub03" 1 0.5969
"sub03" 1 0.3971
"sub03" 2 0.5556
"sub03" 2 0.4709
"sub03" 2 0.4134
"sub03" 1 0.8331
"sub03" 1 0.6441
"sub03" 2 0.4169
"sub03" 1 0.4855
"sub04" 2 0.6687
"sub04" 2 0.9524
"sub04" 2 0.5729
"sub04" 2 1.0607
"sub04" 2 1.5444
"sub04" 2 1.3819
"sub04" 2 0.8546
"sub04" 2 1.2845
"sub04" 2 0.8639
"sub04" 2 1.3363
"sub04" 2 0.9819
"sub04" 2 1.232
"sub04" 2 1.2694
"sub04" 2 1.4701
"sub04" 2 1.3186
"sub04" 2 0.6992
"sub04" 2 1.2074
"sub04" 2 1.408
"sub04" 2 0.8456
"sub04" 2 0.6566
"sub04" 2 0.7704
"sub04" 2 0.7957
"sub04" 2 0.8186
"sub04" 2 0.781
"sub04" 2 0.8514
"sub04" 2 0.8475
"sub04" 2 0.8245
"sub04" 2 1.5641
"sub04" 2 0.4963
"sub04" 2 1.1418
"sub04" 2 1.7258
"sub04" 2 1.107
"sub04" 2 0.6173
"sub04" 2 0.6014
"sub04" 2 0.7413
"sub04" 2 1.1319
"sub04" 2 0.7101
"sub04" 2 1.0982
"sub04" 2 0.8877
"sub04" 2 0.6783
"sub04" 2 0.6574
"sub04" 2 0.4589
"sub04" 2 0.5189
"sub04" 2 1.0979
"sub04" 2 0.5514
"sub04" 2 0.6192
"sub04" 2 1.2889
"sub04" 2 1.4949
"sub04" 2 1.72
"sub04" 2 1.2533
"sub04" 2 0.9014
"sub04" 2 1.2012
"sub04" 2 0.7318
"sub04" 2 0.8297
"sub04" 2 1.1759
"sub04" 2 0.7669
"sub04" 2 1.5903
"sub04" 2 0.7297
"sub04" 2 0.993
"sub04" 2 1.1429
"sub04" 2 0.8213
"sub04" 2 0.6275
"sub04" 2 0.9449
"sub04" 2 1.5613
"sub04" 2 0.8695
"sub04" 2 0.9992
"sub04" 2 0.5337
"sub04" 2 0.5688
"sub04" 2 0.4749
"sub04" 2 1.0706
"sub04" 2 1.4858
"sub04" 2 0.9744
"sub04" 2 1.038
"sub04" 2 1.0284
"sub04" 2 1.1431
"sub04" 2 0.7534
"sub04" 2 1.1977
"sub04" 2 0.9008
"sub04" 2 1.3271
"sub04" 2 1.1795
"sub04" 2 0.683
"sub04" 2 0.8427
"sub04" 2 1.6459
"sub04" 2 0.7973
"sub04" 2 0.7133
"sub04" 2 1.4332
"sub04" 2 0.6273
"sub04" 2 0.9771
"sub04" 2 1.3042
